coupon_id,item_id,category
6,25111,Girls
6,43121,Women
6,56227,Girls
6,56553,Men
6,56084,Women
6,55989,Sport
6,73514,Sport
6,3863,Boys
6,15374,Women
6,23927,Women
6,26992,Women
6,27261,Boys
6,9114,Men
6,2431,Women
6,36461,Women
6,45139,Men
6,67465,Women
6,14243,Women
6,20490,Sport
6,27122,Men
6,798,Sport
6,36620,Women
6,762,Sport
6,30371,Sport
6,57052,Men
6,34186,Boys
6,29199,Men
6,8681,Women
6,14307,Sport
6,37475,Women
6,28537,Women
6,2674,Women
6,39997,Boys
6,38037,Boys
6,33969,Sport
6,36797,Sport
6,7959,Men
6,20320,Sport
6,16824,Men
6,27595,Men
6,10029,Women
6,42948,Women
6,22772,Sport
6,1075,Girls
6,17714,Men
6,3382,Boys
6,35168,Women
6,3625,Women
6,31890,Women
6,16768,Women
6,16996,Men
6,17502,Men
6,17249,Men
6,3825,Women
6,35645,Girls
6,40751,Girls
6,32876,Sport
6,10928,Men
6,31371,Sport
6,59276,Boys
6,41209,Men
6,30260,Sport
6,32405,Women
6,21090,Women
6,73231,Sport
6,18998,Women
6,25422,Men
6,23956,Women
6,12566,Girls
6,60831,Girls
6,59288,Men
6,41758,Women
6,24942,Women
6,8244,Women
6,73248,Men
6,72995,Girls
6,58984,Men
6,58996,Sport
6,45662,Women
6,16539,Women
6,1427,Boys
6,21792,Women
6,38065,Girls
6,70922,Women
6,28321,Women
6,1916,Women
6,5278,Sport
6,21301,Women
6,54088,Men
6,54030,Sport
6,54061,Boys
6,54090,Men
6,54095,Boys
6,54060,Men
6,59047,Women
6,54031,Sport
6,54094,Sport
6,59874,Women
6,51418,Women
6,51336,Girls
6,44295,Girls
6,25612,Women
6,54029,Girls
6,33382,Women
6,5516,Men
6,29102,Women
6,64259,Sport
6,49869,Women
6,6662,Women
6,1386,Girls
6,3198,Boys
6,18053,Women
6,44055,Boys
6,36148,Sport
6,6356,Women
6,35499,Sport
6,7715,Women
6,6076,Women
6,39472,Women
6,1440,Boys
6,22343,Girls
6,28569,Women
6,27746,Women
6,65246,Women
6,29675,Men
6,4927,Men
6,36901,Men
6,69099,Men
6,20783,Women
6,55046,Sport
6,37464,Women
6,45289,Men
6,7327,Women
6,6080,Women
6,1403,Men
6,36499,Women
6,64177,Men
6,26767,Sport
6,1294,Women
6,35523,Men
6,14488,Women
6,33688,Sport
6,1822,Sport
6,29184,Men
6,24832,Women
6,21511,Sport
6,56739,Sport
6,1783,Girls
6,56968,Men
6,5485,Women
6,4392,Sport
6,36855,Women
6,1714,Sport
6,9515,Sport
6,1969,Women
6,56853,Women
6,65111,Women
6,44132,Boys
6,69088,Sport
6,1631,Boys
6,14751,Women
6,39913,Girls
6,38150,Girls
6,25132,Women
6,3965,Girls
6,69137,Women
6,39423,Boys
6,39954,Girls
6,38614,Boys
6,35313,Boys
6,55049,Men
6,2463,Sport
6,26594,Sport
6,17725,Women
6,40473,Boys
6,34988,Women
6,16868,Sport
6,30038,Sport
6,30389,Women
6,30902,Women
6,33451,Sport
6,40382,Girls
6,37635,Girls
6,6720,Men
6,18529,Women
6,20516,Sport
6,2020,Boys
6,44427,Men
6,12587,Sport
6,1963,Sport
6,24055,Men
6,49384,Women
6,43760,Men
6,35362,Men
6,26180,Sport
6,6538,Men
6,1995,Boys
6,30468,Women
6,30554,Men
6,27447,Women
6,47871,Women
6,13195,Women
6,17344,Women
6,973,Women
6,39935,Boys
6,18753,Women
6,4052,Boys
6,33020,Men
6,19694,Men
6,41527,Sport
6,34763,Men
6,23314,Sport
6,6637,Boys
6,66729,Women
6,14178,Women
6,27421,Women
6,5451,Women
6,4216,Women
6,24171,Women
6,29659,Men
6,14671,Men
6,11549,Sport
6,63782,Men
6,48859,Women
6,16506,Girls
6,31727,Women
6,3123,Girls
6,20438,Men
6,18826,Women
6,40177,Girls
6,223,Girls
6,42145,Sport
6,39979,Girls
6,35735,Men
6,10378,Boys
6,37338,Girls
6,20123,Men
6,71582,Sport
6,40976,Girls
6,40510,Girls
6,39305,Boys
6,19539,Women
6,15707,Girls
6,47848,Women
6,2899,Boys
6,1794,Women
6,7046,Men
6,36740,Women
6,41154,Men
6,1760,Women
6,17893,Sport
6,17402,Women
6,37796,Sport
6,40592,Sport
6,43100,Men
6,58293,Men
6,58294,Girls
6,64292,Girls
6,71196,Men
6,64291,Girls
6,23780,Sport
6,48233,Men
6,1300,Men
6,45839,Women
6,22242,Women
6,46382,Men
6,15112,Sport
6,7697,Women
6,39769,Boys
6,12244,Boys
6,73081,Boys
6,47339,Women
6,40847,Girls
6,16708,Women
6,3409,Women
6,39134,Girls
6,34314,Women
6,1515,Girls
6,14352,Women
6,38323,Boys
6,56934,Men
6,56887,Sport
6,3061,Women
6,42095,Girls
6,21627,Sport
6,57698,Men
6,57692,Sport
6,36500,Women
6,12957,Women
6,53882,Women
6,40845,Boys
6,18787,Women
6,4270,Girls
6,5720,Women
6,47442,Sport
6,39600,Girls
6,20623,Women
6,6697,Women
6,6883,Women
6,57513,Women
6,63492,Men
6,9442,Women
6,44478,Men
6,1471,Girls
6,32268,Men
6,63935,Women
6,28667,Women
6,53997,Women
6,1009,Boys
6,9929,Sport
6,40075,Girls
6,52294,Sport
6,53748,Women
6,53121,Women
6,52293,Sport
6,24139,Women
6,42015,Sport
6,17653,Sport
6,12194,Men
6,36099,Women
6,16956,Women
6,1058,Boys
6,52038,Girls
6,59239,Girls
6,59020,Sport
6,59161,Women
6,59057,Men
6,58096,Women
6,57514,Women
6,67086,Sport
6,31893,Women
6,14787,Women
6,21172,Women
6,11930,Sport
6,11125,Boys
6,3349,Men
6,29866,Sport
6,13682,Girls
6,71099,Men
6,15600,Women
6,3184,Boys
6,33624,Sport
6,22342,Women
6,17145,Boys
6,6090,Sport
6,5254,Girls
6,5639,Women
6,5969,Boys
6,9495,Women
6,22004,Men
6,16471,Boys
6,59992,Sport
6,73219,Girls
6,54805,Men
6,68195,Men
6,11952,Women
6,6100,Women
6,16863,Men
6,25212,Men
6,31318,Sport
6,18112,Men
6,883,Boys
6,55886,Women
6,17065,Girls
6,832,Women
6,41338,Boys
6,40936,Girls
6,15991,Sport
6,12053,Women
6,46341,Men
6,68447,Girls
6,68262,Boys
6,54876,Men
6,48569,Girls
6,53084,Men
6,53091,Women
6,6515,Men
6,61130,Men
6,10382,Sport
6,61055,Women
6,10799,Women
6,43802,Men
6,35252,Men
6,721,Sport
6,24601,Men
6,68457,Girls
6,64368,Women
6,42729,Women
6,10490,Women
6,29650,Women
6,39045,Girls
6,31448,Women
6,3591,Girls
6,39951,Boys
6,24346,Sport
6,39952,Boys
6,32451,Sport
6,2748,Boys
6,30247,Sport
6,27468,Women
6,7725,Men
6,27483,Men
6,34708,Sport
6,31964,Sport
6,38739,Women
6,14198,Sport
6,12254,Women
6,11369,Women
6,70086,Women
6,21203,Women
6,712,Girls
6,12065,Sport
6,22750,Men
6,31508,Sport
6,40667,Girls
6,17397,Men
6,6930,Men
6,5039,Men
6,20838,Women
6,25234,Women
6,4152,Boys
6,42434,Boys
6,39188,Women
6,35156,Men
6,23061,Sport
6,21328,Women
6,9702,Women
6,12026,Women
6,64094,Boys
6,55342,Girls
6,53860,Women
6,47549,Boys
6,42865,Women
6,40334,Boys
6,13344,Women
6,623,Sport
6,5496,Sport
6,11144,Men
6,15244,Women
6,30259,Women
6,72719,Sport
6,50197,Women
6,28714,Women
6,52079,Men
6,8179,Women
6,52134,Sport
6,3189,Sport
6,7042,Men
6,39249,Boys
6,18253,Women
6,41259,Men
6,15468,Women
6,3113,Sport
6,55930,Men
6,56224,Boys
6,56161,Women
6,24198,Men
6,44067,Boys
6,142,Boys
6,40601,Boys
6,38838,Sport
6,33026,Sport
6,52004,Women
6,19784,Women
6,17967,Women
6,1019,Women
6,56213,Sport
6,56195,Sport
6,55946,Men
6,2845,Women
6,22226,Women
6,3984,Boys
6,33517,Men
6,5825,Men
6,37166,Men
6,41636,Sport
6,39705,Men
6,29666,Sport
6,21492,Sport
6,59266,Women
6,34138,Men
6,63008,Men
6,43806,Men
6,20223,Women
6,40813,Girls
6,32786,Men
6,42100,Women
6,39690,Girls
6,70030,Sport
6,16381,Women
6,40137,Men
6,22679,Men
6,43068,Men
6,30675,Men
6,23167,Men
6,1327,Women
6,40822,Girls
6,37488,Sport
6,29788,Men
6,22107,Men
6,33928,Sport
6,59274,Women
6,53179,Sport
6,35572,Sport
6,33290,Sport
6,39438,Boys
6,41933,Boys
6,8095,Women
6,3913,Boys
6,13963,Women
6,16796,Sport
6,3708,Women
6,17163,Men
6,26198,Women
6,44215,Girls
6,34484,Women
6,34527,Men
6,38965,Women
6,5335,Women
6,30581,Women
6,24698,Women
6,40615,Girls
6,32207,Men
6,26329,Sport
6,3302,Girls
6,17874,Men
6,43367,Women
6,20168,Women
6,13127,Sport
6,15657,Women
6,50191,Women
6,31064,Girls
6,10032,Men
6,68479,Women
6,63245,Women
6,61491,Girls
6,61469,Sport
6,62561,Girls
6,73018,Women
6,7524,Women
6,3289,Women
6,46246,Women
6,47509,Girls
6,17600,Men
6,3872,Sport
6,9682,Sport
6,30669,Sport
6,4744,Women
6,51950,Women
6,51980,Men
6,53793,Women
6,48893,Men
6,48134,Sport
6,48584,Sport
6,47979,Boys
6,47953,Women
6,47972,Sport
6,12199,Boys
6,38409,Sport
6,46947,Boys
6,46396,Women
6,46731,Men
6,3653,Girls
6,14534,Women
6,22905,Women
6,44043,Girls
6,58040,Women
6,47324,Women
6,58080,Boys
6,39740,Girls
6,13178,Women
6,36261,Women
6,17800,Women
6,8744,Women
6,40906,Girls
6,64288,Girls
6,44774,Women
6,44788,Women
6,23806,Women
6,46737,Women
6,36428,Women
6,31731,Sport
6,3857,Boys
6,40285,Girls
6,11257,Sport
6,1519,Boys
6,10618,Women
6,46988,Girls
6,46670,Boys
6,44496,Men
6,27824,Sport
6,46963,Girls
6,45061,Men
6,42336,Men
6,37487,Women
6,30840,Sport
6,40664,Boys
6,4545,Sport
6,33054,Men
6,26602,Women
6,44095,Girls
6,20830,Women
6,46647,Men
6,35416,Women
6,44292,Boys
6,84,Women
6,30304,Sport
6,10567,Men
6,56675,Sport
6,5977,Sport
6,24453,Women
6,37212,Women
6,39067,Boys
6,34213,Men
6,36459,Women
6,23631,Men
6,40193,Girls
6,7064,Women
6,40562,Boys
6,39133,Men
6,16442,Sport
6,17151,Sport
6,28455,Women
6,19960,Men
6,52015,Girls
6,51891,Girls
6,15593,Boys
6,51447,Girls
6,69289,Sport
6,20597,Sport
6,34082,Girls
6,8108,Men
6,20809,Sport
6,15110,Women
6,12069,Sport
6,16581,Women
6,6385,Men
6,2728,Women
6,48133,Men
6,47553,Men
6,31578,Women
6,5854,Sport
6,42374,Sport
6,9829,Sport
6,52830,Boys
6,50182,Women
6,49473,Sport
6,49331,Women
6,30647,Women
6,14979,Men
6,71651,Sport
6,71675,Women
6,26425,Women
6,38162,Boys
6,13036,Men
6,6040,Women
6,1591,Women
6,4128,Girls
6,18042,Men
6,12952,Women
6,40650,Boys
6,38445,Boys
6,20069,Women
6,34583,Men
6,22691,Women
6,3806,Girls
6,40806,Boys
6,29138,Women
6,39991,Girls
6,37833,Women
6,14638,Sport
6,10752,Sport
6,24366,Sport
6,35870,Men
6,3994,Girls
6,28808,Sport
6,38368,Boys
6,24157,Sport
6,37499,Girls
6,31224,Sport
6,3688,Girls
6,672,Girls
6,31097,Men
6,60022,Women
6,69055,Women
6,41755,Women
6,15327,Women
6,39722,Girls
6,23589,Women
6,4279,Boys
6,42859,Boys
6,39034,Women
6,26705,Women
6,5832,Women
6,6860,Men
6,16287,Boys
6,1071,Girls
6,37814,Boys
6,36213,Women
6,52650,Sport
6,58353,Girls
6,53962,Girls
6,52492,Women
6,21953,Girls
6,38351,Sport
6,13537,Women
6,30954,Men
6,37449,Boys
6,5665,Men
6,53881,Sport
6,53758,Girls
6,35030,Women
6,1489,Boys
6,836,Women
6,51703,Men
6,25416,Sport
6,38466,Women
6,9886,Men
6,20676,Sport
6,3167,Girls
6,869,Women
6,22191,Sport
6,63007,Men
6,63049,Men
6,35699,Women
6,8965,Boys
6,8964,Men
6,51818,Men
6,51816,Men
6,52818,Boys
6,51647,Sport
6,42326,Girls
6,16697,Sport
6,37467,Girls
6,1630,Women
6,19336,Men
6,66220,Girls
6,25069,Men
6,1446,Women
6,5315,Women
6,42872,Women
6,18199,Women
6,1254,Women
6,15928,Sport
6,44844,Women
6,1432,Women
6,37874,Boys
6,5417,Women
6,3215,Girls
6,33869,Men
6,41893,Sport
6,1353,Women
6,22658,Boys
6,10918,Women
6,40243,Girls
6,39128,Women
6,12945,Women
6,42008,Women
6,4973,Women
6,25408,Women
6,12166,Women
6,5117,Men
6,20001,Women
6,32155,Sport
6,43326,Men
6,43990,Men
6,41571,Girls
6,40232,Girls
6,8039,Women
6,12639,Women
6,40335,Boys
6,17191,Women
6,40918,Boys
6,27478,Sport
6,17448,Boys
6,44468,Sport
6,7117,Women
6,21263,Women
6,44057,Girls
6,1250,Girls
6,37859,Women
6,26780,Sport
6,41999,Women
6,19092,Sport
6,42539,Women
6,35763,Women
6,3811,Women
6,8294,Sport
6,19387,Men
6,16449,Men
6,24941,Men
6,46688,Women
6,46791,Boys
6,46693,Women
6,12845,Sport
6,42155,Boys
6,29456,Girls
6,40503,Women
6,32732,Women
6,41329,Men
6,36851,Women
6,4785,Women
6,1463,Boys
6,6246,Women
6,1509,Girls
6,37433,Women
6,1418,Boys
6,27662,Girls
6,37217,Women
6,1527,Sport
6,34334,Girls
6,3305,Women
6,19363,Women
6,2339,Women
6,9372,Men
6,49519,Men
6,49507,Boys
6,29757,Boys
6,34300,Girls
6,38897,Women
6,25568,Girls
6,3163,Women
6,69236,Women
6,25901,Sport
6,43499,Sport
6,42537,Girls
6,4401,Women
6,38887,Women
6,9382,Women
6,40635,Women
6,45461,Women
6,53879,Women
6,41729,Men
6,8938,Men
6,3844,Girls
6,1590,Women
6,10608,Men
6,22764,Women
6,41135,Men
6,59835,Sport
6,4253,Men
6,1316,Women
6,41078,Men
6,40979,Women
6,38024,Women
6,43786,Women
6,35815,Women
6,19947,Men
6,44576,Sport
6,43777,Sport
6,738,Girls
6,41398,Men
6,5497,Men
6,44800,Women
6,45430,Sport
6,9119,Men
6,39466,Boys
6,31335,Women
6,20046,Sport
6,20128,Men
6,42037,Men
6,6975,Men
6,60503,Men
6,12378,Boys
6,64565,Men
6,45006,Sport
6,67404,Girls
6,40770,Boys
6,35167,Women
6,29392,Sport
6,8956,Men
6,51718,Women
6,37473,Men
6,38843,Boys
6,32423,Women
6,40403,Men
6,22400,Men
6,1163,Boys
6,22694,Men
6,37681,Boys
6,5877,Women
6,1266,Men
6,42564,Women
6,30818,Women
6,42498,Boys
6,48668,Sport
6,16578,Men
6,4078,Men
6,52039,Men
6,52052,Boys
6,45053,Women
6,19396,Men
6,48858,Men
6,44965,Girls
6,30275,Men
6,28708,Women
6,7145,Sport
6,839,Men
6,39154,Girls
6,12017,Women
6,5166,Sport
6,9669,Men
6,11105,Sport
6,4389,Boys
6,16481,Sport
6,19852,Sport
6,35686,Sport
6,51287,Men
6,47060,Girls
6,45021,Men
6,43500,Men
6,32195,Women
6,2743,Women
6,31435,Men
6,9574,Women
6,52007,Men
6,37915,Boys
6,28104,Men
6,31944,Boys
6,61866,Boys
6,14259,Women
6,37463,Women
6,2650,Men
6,24940,Women
6,28103,Sport
6,15879,Women
6,36147,Women
6,36332,Women
6,928,Women
6,17799,Sport
6,21859,Women
6,32904,Sport
6,27882,Sport
6,12955,Boys
6,7456,Men
6,21880,Men
6,53459,Men
6,52104,Boys
6,28310,Girls
6,41044,Sport
6,37987,Women
6,27682,Women
6,52065,Women
6,51973,Women
6,5797,Men
6,65765,Sport
6,65741,Boys
6,56407,Women
6,56406,Boys
6,56554,Men
6,56404,Sport
6,43462,Sport
6,743,Women
6,17294,Women
6,978,Girls
6,44185,Girls
6,1302,Women
6,37156,Women
6,23946,Sport
6,27218,Women
6,39327,Women
6,6542,Women
6,43383,Men
6,26561,Sport
6,840,Boys
6,41964,Boys
6,40399,Girls
6,38103,Girls
6,10562,Sport
6,7729,Men
6,22003,Sport
6,4103,Boys
6,36662,Men
6,32978,Women
6,41292,Sport
6,17087,Women
6,40320,Girls
6,34092,Women
6,1240,Boys
6,19135,Men
6,42082,Women
6,55293,Women
6,38044,Girls
6,24490,Sport
6,43033,Girls
6,39525,Boys
6,28169,Men
6,4234,Boys
6,49216,Women
6,4017,Girls
6,42835,Women
6,3771,Sport
6,30920,Girls
6,45010,Women
6,44948,Sport
6,45044,Sport
6,67577,Sport
6,57471,Boys
6,35811,Men
6,42943,Men
6,32781,Women
6,27619,Women
6,51948,Men
6,51972,Sport
6,14327,Sport
6,7972,Men
6,58007,Boys
6,57685,Women
6,62209,Boys
6,62142,Sport
6,62227,Girls
6,62206,Boys
6,62097,Women
6,39360,Girls
6,12034,Sport
6,71340,Men
6,71342,Girls
6,49114,Women
6,51029,Men
6,18642,Sport
6,72135,Women
6,23269,Sport
6,3102,Men
6,4271,Men
6,19837,Girls
6,1701,Women
6,11722,Men
6,22373,Women
6,51622,Girls
6,51564,Men
6,54134,Girls
6,40191,Men
6,37606,Women
6,37286,Men
6,32812,Sport
6,72188,Girls
6,983,Men
6,12734,Women
6,57433,Women
6,35057,Men
6,51998,Boys
6,39575,Boys
6,22645,Women
6,69290,Women
6,57391,Men
6,3051,Boys
6,24775,Women
6,3100,Girls
6,40251,Boys
6,15643,Women
6,3077,Girls
6,10535,Sport
6,9234,Women
6,44297,Girls
6,19541,Men
6,51968,Girls
6,42893,Sport
6,57290,Men
6,52086,Men
6,18440,Women
6,3397,Girls
6,35915,Women
6,11293,Men
6,53233,Boys
6,44947,Women
6,44959,Women
6,1609,Boys
6,37621,Girls
6,35858,Women
6,57304,Women
6,63064,Women
6,59290,Men
6,59267,Girls
6,58944,Sport
6,63085,Women
6,3093,Women
6,9071,Women
6,19833,Women
6,12081,Women
6,20749,Sport
6,40431,Sport
6,14958,Women
6,69303,Boys
6,69176,Women
6,69302,Girls
6,69175,Sport
6,7521,Women
6,40084,Women
6,28100,Men
6,47073,Boys
6,6744,Boys
6,53268,Boys
6,34915,Women
6,32834,Sport
6,8654,Sport
6,10463,Men
6,13320,Women
6,34077,Sport
6,59086,Men
6,26039,Sport
6,40113,Boys
6,20451,Women
6,18160,Women
6,31872,Women
6,44645,Sport
6,34624,Women
6,39618,Men
6,15351,Women
6,15647,Women
6,72628,Men
6,72713,Men
6,71387,Women
6,19618,Women
6,62269,Men
6,27368,Women
6,7921,Girls
6,29281,Women
6,17142,Men
6,32693,Boys
6,5536,Women
6,12858,Women
6,12521,Sport
6,1713,Girls
6,25083,Women
6,1404,Boys
6,1670,Women
6,30663,Women
6,40766,Girls
6,25449,Girls
6,9522,Sport
6,41665,Women
6,16857,Women
6,52260,Sport
6,23742,Boys
6,35426,Women
6,26499,Boys
6,7065,Girls
6,27905,Sport
6,35655,Sport
6,34832,Women
6,44784,Boys
6,51851,Women
6,51987,Women
6,4756,Boys
6,38801,Men
6,1483,Boys
6,7307,Men
6,24871,Men
6,48572,Women
6,365,Women
6,34604,Women
6,3578,Girls
6,36390,Women
6,56704,Women
6,54213,Women
6,33129,Girls
6,11595,Boys
6,10218,Men
6,56764,Women
6,56682,Sport
6,56900,Women
6,8976,Sport
6,18220,Women
6,37830,Girls
6,35085,Sport
6,7787,Men
6,3634,Women
6,57330,Men
6,1653,Boys
6,19728,Women
6,38885,Girls
6,38374,Boys
6,36961,Sport
6,1532,Boys
6,25170,Men
6,2659,Women
6,73456,Sport
6,73455,Sport
6,73467,Men
6,15619,Sport
6,15847,Boys
6,1984,Women
6,35054,Women
6,24064,Sport
6,2089,Women
6,40486,Men
6,7838,Men
6,1628,Girls
6,1449,Girls
6,45580,Women
6,25286,Women
6,37538,Women
6,1847,Girls
6,14977,Girls
6,1756,Girls
6,12997,Men
6,36011,Sport
6,25556,Women
6,7664,Men
6,48606,Women
6,48754,Men
6,48727,Girls
6,48711,Women
6,48653,Women
6,28674,Women
6,51885,Men
6,51889,Women
6,27947,Women
6,32505,Girls
6,42796,Women
6,5799,Women
6,40287,Boys
6,15111,Girls
6,48861,Sport
6,25160,Girls
6,37836,Men
6,49168,Women
6,49167,Sport
6,49166,Women
6,27857,Boys
6,27195,Girls
6,32911,Girls
6,15793,Boys
6,34183,Sport
6,34533,Sport
6,42593,Sport
6,1808,Sport
6,56945,Boys
6,14775,Women
6,44453,Men
6,9778,Women
6,5827,Women
6,54316,Sport
6,52245,Men
6,69058,Women
6,34633,Boys
6,24544,Girls
6,52498,Girls
6,7158,Sport
6,7926,Sport
6,42334,Sport
6,18451,Women
6,51963,Boys
6,52117,Girls
6,34297,Sport
6,39865,Boys
6,43693,Men
6,5687,Women
6,51794,Women
6,3080,Boys
6,5835,Women
6,44455,Men
6,2110,Boys
6,23352,Men
6,24050,Women
6,51593,Women
6,3076,Girls
6,28411,Sport
6,40861,Sport
6,32127,Women
6,51802,Girls
6,19517,Sport
6,71388,Boys
6,51591,Women
6,51641,Women
6,1973,Girls
6,31953,Girls
6,44035,Sport
6,59240,Men
6,52087,Sport
6,37956,Women
6,5594,Men
6,7709,Men
6,42756,Men
6,4719,Women
6,39721,Sport
6,19846,Sport
6,41350,Sport
6,38433,Boys
6,7552,Women
6,71402,Boys
6,71427,Sport
6,71448,Sport
6,59223,Women
6,58812,Women
6,58972,Men
6,29925,Women
6,57386,Sport
6,3094,Girls
6,35442,Women
6,27893,Men
6,512,Women
6,34780,Sport
6,23069,Boys
6,6740,Sport
6,43082,Men
6,18100,Women
6,44434,Sport
6,31484,Men
6,5455,Women
6,15428,Men
6,56944,Women
6,59269,Boys
6,51890,Boys
6,19925,Boys
6,47322,Women
6,7982,Girls
6,2146,Boys
6,11841,Men
6,39094,Girls
6,2134,Girls
6,20559,Men
6,22206,Girls
6,11467,Women
6,1618,Girls
6,69189,Men
6,69134,Men
6,69158,Sport
6,43764,Men
6,33421,Men
6,43363,Men
6,2190,Boys
6,32931,Men
6,39185,Girls
6,68453,Girls
6,38263,Girls
6,20742,Men
6,43254,Men
6,35004,Men
6,18242,Boys
6,69273,Sport
6,64221,Men
6,64157,Men
6,64159,Men
6,18731,Sport
6,20821,Sport
6,68335,Boys
6,68263,Boys
6,68396,Sport
6,68371,Men
6,24992,Women
6,19459,Men
6,793,Sport
6,40289,Boys
6,69168,Sport
6,15255,Sport
6,9965,Sport
6,11513,Sport
6,627,Boys
6,6598,Women
6,34501,Women
6,69110,Women
6,63056,Women
6,1663,Women
6,64858,Boys
6,63252,Women
6,56860,Men
6,58066,Men
6,56921,Women
6,24255,Women
6,11167,Girls
6,12889,Men
6,35919,Women
6,23257,Women
6,24662,Boys
6,29938,Girls
6,6381,Women
6,42042,Sport
6,35207,Men
6,70891,Men
6,18727,Men
6,51974,Sport
6,24415,Men
6,56953,Boys
6,59892,Girls
6,48651,Men
6,17512,Women
6,8086,Boys
6,42906,Sport
6,56955,Boys
6,24223,Men
6,34444,Women
6,38462,Girls
6,58037,Women
6,58078,Boys
6,14585,Women
6,58065,Girls
6,32870,Women
6,38469,Girls
6,2162,Women
6,16973,Boys
6,11297,Boys
6,4110,Girls
6,72184,Women
6,870,Women
6,37759,Girls
6,10384,Women
6,11642,Women
6,29381,Women
6,63000,Sport
6,19776,Sport
6,62942,Men
6,50872,Men
6,13916,Men
6,67594,Sport
6,6349,Women
6,68303,Boys
6,63589,Girls
6,63956,Boys
6,68378,Women
6,15338,Men
6,11234,Women
6,43374,Men
6,5137,Men
6,24203,Women
6,838,Women
6,881,Women
6,22151,Men
6,1214,Women
6,37099,Sport
6,23559,Men
