,customer_id,coupon_id,category,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust,mean_coupon_discount,mean_item_price
24,1467,323,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.05,111.58
25,1467,800,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.19,109.35
26,1467,800,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.19,109.35
27,1467,800,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.19,109.35
28,1467,920,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.97,108.21
29,1467,920,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.97,108.21
30,1467,243,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,298.78
31,1467,138,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,88.69
32,1467,138,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,88.69
33,1467,868,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.41,139.4
34,1467,868,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.41,139.4
35,1467,868,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.41,139.4
36,1467,873,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.18,104.76
37,1467,873,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.18,104.76
38,1467,873,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.18,104.76
39,1467,18,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.31,114.39
40,1467,18,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.31,114.39
41,1467,18,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.31,114.39
42,1467,538,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.63,46.51
43,1467,538,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.63,46.51
44,1467,1035,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-6.55,148.57
45,1467,1035,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-6.55,148.57
46,1467,1035,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-6.55,148.57
47,1467,105,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,75.89
48,1467,105,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,75.89
49,1467,105,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,75.89
50,1467,621,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-9.41,136.51
51,1467,621,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-9.41,136.51
52,1467,336,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.03,94.13
53,1467,336,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.03,94.13
54,1467,336,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.03,94.13
55,1467,787,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.07,26.07
56,1467,787,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.07,26.07
57,1467,787,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.07,26.07
58,1467,619,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.72,135.71
59,1467,619,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.72,135.71
60,1467,619,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.72,135.71
61,1467,485,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-39.68,164.0
62,1467,485,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-39.68,164.0
63,1467,944,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,109.59
64,1467,319,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,124.26
65,1467,319,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,124.26
66,1467,319,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,124.26
67,1467,691,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.28,160.43
68,1467,691,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.28,160.43
69,1467,691,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.28,160.43
70,1467,982,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.17,28.45
71,1467,982,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.17,28.45
72,1467,982,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.17,28.45
73,1467,514,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.35,87.33
74,1467,514,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.35,87.33
75,1467,514,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.35,87.33
76,1467,896,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,55.11
77,1467,896,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,55.11
78,1467,896,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,55.11
79,1467,578,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.5,96.04
80,1467,578,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.5,96.04
81,1467,578,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.5,96.04
82,1467,610,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.89,126.89
83,1467,610,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.89,126.89
84,1467,610,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.89,126.89
85,1467,88,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,123.49
86,1467,972,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.16,127.48
87,1467,972,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.16,127.48
88,1467,972,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.16,127.48
89,1467,1046,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.99,208.76
90,1467,1046,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.99,208.76
91,1467,473,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.12,113.14
92,1467,473,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.12,113.14
93,1467,473,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.12,113.14
94,1467,95,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,42.39
95,1467,990,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,39.42
96,1467,954,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,240.26
97,1467,954,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,240.26
98,1467,112,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,141.81
99,1467,112,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,141.81
100,1467,112,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,141.81
101,1467,99,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,256.1
102,1467,468,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.2,137.24
103,1467,468,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.2,137.24
104,1467,468,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-3.2,137.24
105,1467,615,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,54.57
106,1467,615,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,54.57
107,1467,615,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,54.57
108,1467,448,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.22,109.26
109,1467,448,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.22,109.26
110,1467,448,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.22,109.26
111,1467,367,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,105.18
112,1467,367,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,105.18
113,1467,673,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-9.62,278.39
114,1467,673,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-9.62,278.39
115,1467,490,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,171.06
116,1467,490,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,171.06
117,1467,490,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,171.06
118,1467,1047,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.99,208.76
119,1467,1047,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-4.99,208.76
120,1467,705,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.85,122.9
121,1467,705,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.85,122.9
122,1467,705,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.85,122.9
123,1467,739,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.22,254.2
124,1467,261,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,712.04
125,1467,876,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.34,55.13
126,1467,876,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.34,55.13
127,1467,876,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.34,55.13
128,1467,788,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.91,58.48
129,1467,788,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.91,58.48
130,1467,788,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.91,58.48
131,1467,1063,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.08,70.64
132,1467,1063,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.08,70.64
133,1467,416,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.87,155.66
134,1467,416,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.87,155.66
135,1467,416,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.87,155.66
136,1467,1065,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.08,55.48
137,1467,1065,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.08,55.48
138,1467,1065,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.08,55.48
139,1467,443,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,109.99
140,1467,443,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,109.99
141,1467,278,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,128.95
142,1467,278,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,128.95
143,1467,278,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,128.95
144,1467,1081,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.29,123.26
145,1467,1081,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.29,123.26
146,1467,1081,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.29,123.26
147,1467,635,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.28,345.1
148,1467,635,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.28,345.1
149,1467,635,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.28,345.1
150,1467,616,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,53.52
151,1467,616,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,53.52
152,1467,616,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.09,53.52
153,1467,356,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.42,84.04
154,1467,356,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.42,84.04
155,1467,356,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.42,84.04
156,1467,288,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,109.97
157,1467,288,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,109.97
158,1467,288,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,109.97
159,1467,916,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.35,111.53
160,1467,916,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.35,111.53
161,1467,535,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.63,135.14
162,1467,535,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.63,135.14
163,1467,152,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,53.05
164,1467,152,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,53.05
165,1467,521,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.04,71.62
166,1467,130,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,155.85
167,1467,734,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-8.6,561.95
168,1467,734,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-8.6,561.95
169,1467,734,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-8.6,561.95
170,1467,575,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.98,229.99
171,1467,472,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.95,394.22
172,1467,472,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.95,394.22
173,1467,870,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.38,139.09
174,1467,870,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.38,139.09
175,1467,870,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.38,139.09
176,1467,349,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,50.73
177,1467,349,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,50.73
178,1467,349,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,50.73
179,1467,159,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.89,96.6
180,1467,159,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.89,96.6
181,1467,159,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.89,96.6
182,1467,73,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,53.76
183,1467,73,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,53.76
184,1467,73,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,53.76
185,1467,265,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,293.3
186,1467,265,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,293.3
187,1467,265,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,293.3
188,1467,110,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.01,49.33
189,1467,110,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.01,49.33
190,1467,102,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,13.42
191,1467,102,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,13.42
192,1467,8,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.33,179.06
193,1467,8,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.33,179.06
194,1467,8,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.33,179.06
195,1467,545,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,106.5
196,1467,256,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,302.47
197,1467,256,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,302.47
198,1467,256,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,302.47
199,1467,854,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,163.49
200,1467,854,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,163.49
201,1467,974,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.49,297.44
202,1467,974,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.49,297.44
203,1467,974,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-2.49,297.44
204,1467,597,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.06,111.45
205,1467,597,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.06,111.45
206,1467,597,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.06,111.45
207,1467,458,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,84.7
208,1467,458,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,84.7
209,1467,458,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,84.7
210,1467,613,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.04,68.36
211,1467,613,Boys,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.04,68.36
212,1467,750,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.07,134.43
213,1467,785,Women,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.83,132.22
214,1467,785,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-0.83,132.22
215,1467,975,Sport,2,0,2,0,5,0,-2.77,361,108.22,1.01,-1309.07,53,51190.17,476,-1.6539336917562724,123.36
