coupon_id,item_id,category
6,46651,Men
6,18317,Men
6,5643,Women
6,69125,Boys
6,69304,Women
6,69181,Women
6,25854,Women
6,69265,Sport
6,44225,Sport
6,8432,Men
6,1284,Men
6,17154,Women
6,27427,Sport
6,56951,Sport
6,43287,Men
6,17125,Women
6,7260,Sport
6,1850,Sport
6,39567,Men
6,16371,Women
6,1218,Sport
6,33596,Women
6,12071,Women
6,269,Men
6,21727,Women
6,28681,Women
6,43906,Sport
6,42934,Men
6,31054,Men
6,35081,Men
6,877,Girls
6,7871,Women
6,12970,Men
6,2484,Men
6,51981,Sport
6,21279,Women
6,26954,Women
6,127,Sport
6,39917,Boys
6,3891,Women
6,12758,Men
6,35978,Women
6,14839,Men
6,11972,Men
6,9790,Girls
6,13173,Sport
6,44597,Women
6,43349,Men
6,1693,Men
6,23361,Women
6,4599,Sport
6,37566,Boys
6,12642,Sport
6,13458,Women
6,27737,Men
6,25755,Men
6,5633,Women
6,3460,Boys
6,15745,Sport
6,3838,Girls
6,40889,Girls
6,12223,Women
6,3866,Women
6,32073,Boys
6,3317,Men
6,795,Sport
6,7486,Women
6,29880,Sport
6,23948,Men
6,54408,Women
6,16002,Women
6,28143,Sport
6,37339,Men
6,39409,Boys
6,18197,Men
6,39163,Boys
6,9319,Girls
6,29182,Women
6,25637,Boys
6,37423,Sport
6,37806,Boys
6,41396,Sport
6,13532,Women
6,46710,Men
6,10111,Men
6,42608,Men
6,73454,Men
6,11216,Girls
6,12870,Men
6,4159,Girls
6,860,Men
6,23222,Sport
6,957,Men
6,36174,Men
6,955,Men
6,28149,Women
6,1050,Sport
6,33951,Sport
6,39358,Sport
6,40487,Girls
6,29863,Boys
6,60841,Boys
6,58885,Men
6,46838,Boys
6,45424,Men
6,45551,Sport
6,8792,Girls
6,47052,Sport
6,29784,Men
6,42353,Boys
6,37715,Girls
6,10517,Women
6,7976,Sport
6,856,Women
6,28924,Women
6,11055,Boys
6,31642,Women
6,25111,Men
6,43121,Sport
6,56227,Women
6,56553,Girls
6,56084,Sport
6,55989,Women
6,73514,Women
6,3863,Boys
6,15374,Men
6,23927,Men
6,26992,Sport
6,27261,Men
6,9114,Women
6,2431,Men
6,36461,Women
6,45139,Men
6,67465,Women
6,14243,Women
6,20490,Sport
6,27122,Women
6,798,Sport
6,36620,Men
6,762,Men
6,30371,Women
6,57052,Sport
6,34186,Sport
6,29199,Sport
6,8681,Women
6,14307,Women
6,37475,Men
6,28537,Men
6,2674,Boys
6,39997,Boys
6,38037,Men
6,33969,Women
6,36797,Women
6,7959,Sport
6,20320,Sport
6,16824,Women
6,27595,Men
6,10029,Men
6,42948,Sport
6,22772,Sport
6,1075,Sport
6,17714,Men
6,3382,Girls
6,35168,Women
6,3625,Women
6,31890,Women
6,16768,Women
6,16996,Women
6,17502,Women
6,17249,Women
6,3825,Men
6,35645,Women
6,40751,Boys
6,32876,Women
6,10928,Women
6,31371,Sport
6,59276,Men
6,41209,Women
6,30260,Women
6,32405,Women
6,21090,Men
6,73231,Men
6,18998,Women
6,25422,Women
6,23956,Men
6,12566,Girls
6,60831,Boys
6,59288,Men
6,41758,Girls
6,24942,Men
6,8244,Women
6,73248,Sport
6,72995,Boys
6,58984,Women
6,58996,Women
6,45662,Men
6,16539,Women
6,1427,Sport
6,21792,Sport
6,38065,Boys
6,70922,Men
6,28321,Women
6,1916,Women
6,5278,Women
6,21301,Sport
6,54088,Sport
6,54030,Women
6,54061,Girls
6,54090,Sport
6,54095,Sport
6,54060,Women
6,59047,Sport
6,54031,Sport
6,54094,Boys
6,59874,Women
6,51418,Women
6,51336,Boys
6,44295,Sport
6,25612,Men
6,54029,Men
6,33382,Women
6,5516,Men
6,29102,Women
6,64259,Women
6,49869,Girls
6,6662,Men
6,1386,Girls
6,3198,Boys
6,18053,Women
6,44055,Women
6,36148,Boys
6,6356,Women
6,35499,Sport
6,7715,Men
6,6076,Men
6,39472,Men
6,1440,Men
6,22343,Sport
6,28569,Sport
6,27746,Women
6,65246,Men
6,29675,Women
6,4927,Women
6,36901,Women
6,69099,Men
6,20783,Sport
6,55046,Sport
6,37464,Men
6,45289,Sport
6,7327,Girls
6,6080,Men
6,1403,Women
6,36499,Men
6,64177,Women
6,26767,Women
6,1294,Men
6,35523,Women
6,14488,Men
6,33688,Women
6,1822,Men
6,29184,Women
6,24832,Sport
6,21511,Men
6,56739,Men
6,1783,Men
6,56968,Women
6,5485,Men
6,4392,Sport
6,36855,Women
6,1714,Men
6,9515,Men
6,1969,Men
6,56853,Women
6,65111,Men
6,44132,Women
6,69088,Men
6,1631,Girls
6,14751,Men
6,39913,Boys
6,38150,Girls
6,25132,Sport
6,3965,Boys
6,69137,Sport
6,39423,Sport
6,39954,Boys
6,38614,Sport
6,35313,Women
6,55049,Sport
6,2463,Women
6,26594,Women
6,17725,Sport
6,40473,Girls
6,34988,Men
6,16868,Sport
6,30038,Sport
6,30389,Women
6,30902,Women
6,33451,Men
6,40382,Boys
6,37635,Men
6,6720,Women
6,18529,Men
6,20516,Sport
6,2020,Boys
6,44427,Women
6,12587,Women
6,1963,Men
6,24055,Sport
6,49384,Sport
6,43760,Sport
6,35362,Women
6,26180,Women
6,6538,Women
6,1995,Girls
6,30468,Women
6,30554,Men
6,27447,Women
6,47871,Men
6,13195,Women
6,17344,Sport
6,973,Men
6,39935,Girls
6,18753,Women
6,4052,Girls
6,33020,Men
6,19694,Women
6,41527,Women
6,34763,Men
6,23314,Women
6,6637,Boys
6,66729,Women
6,14178,Men
6,27421,Men
6,5451,Men
6,4216,Sport
6,24171,Sport
6,29659,Women
6,14671,Men
6,11549,Men
6,63782,Men
6,48859,Women
6,16506,Men
6,31727,Women
6,3123,Girls
6,20438,Women
6,18826,Women
6,40177,Girls
6,223,Men
6,42145,Sport
6,39979,Boys
6,35735,Girls
6,10378,Girls
6,37338,Sport
6,20123,Sport
6,71582,Women
6,40976,Boys
6,40510,Girls
6,39305,Men
6,19539,Sport
6,15707,Boys
6,47848,Women
6,2899,Boys
6,1794,Sport
6,7046,Women
6,36740,Sport
6,41154,Women
6,1760,Women
6,17893,Sport
6,17402,Men
6,37796,Men
6,40592,Sport
6,43100,Sport
6,58293,Women
6,58294,Girls
6,64292,Men
6,71196,Women
6,64291,Sport
6,23780,Men
6,48233,Men
6,1300,Women
6,45839,Women
6,22242,Men
6,46382,Women
6,15112,Women
6,7697,Women
6,39769,Boys
6,12244,Girls
6,73081,Boys
6,47339,Sport
6,40847,Boys
6,16708,Women
6,3409,Sport
6,39134,Men
6,34314,Women
6,1515,Boys
6,14352,Sport
6,38323,Boys
6,56934,Women
6,56887,Men
6,3061,Men
6,42095,Boys
6,21627,Sport
6,57698,Sport
6,57692,Women
6,36500,Sport
6,12957,Women
6,53882,Women
6,40845,Boys
6,18787,Sport
6,4270,Sport
6,5720,Men
6,47442,Men
6,39600,Men
6,20623,Sport
6,6697,Men
6,6883,Men
6,57513,Sport
6,63492,Girls
6,9442,Men
6,44478,Women
6,1471,Boys
6,32268,Sport
6,63935,Men
6,28667,Men
6,53997,Men
6,1009,Men
6,9929,Women
6,40075,Boys
6,52294,Men
6,53748,Women
6,53121,Sport
6,52293,Men
6,24139,Men
6,42015,Women
6,17653,Men
6,12194,Women
6,36099,Women
6,16956,Men
6,1058,Men
6,52038,Girls
6,59239,Women
6,59020,Men
6,59161,Sport
6,59057,Sport
6,58096,Women
6,57514,Women
6,67086,Boys
6,31893,Sport
6,14787,Sport
6,21172,Women
6,11930,Women
6,11125,Boys
6,3349,Women
6,29866,Sport
6,13682,Girls
6,71099,Men
6,15600,Women
6,3184,Boys
6,33624,Women
6,22342,Men
6,17145,Girls
6,6090,Men
6,5254,Boys
6,5639,Sport
6,5969,Girls
6,9495,Men
6,22004,Women
6,16471,Boys
6,59992,Sport
6,73219,Boys
6,54805,Sport
6,68195,Boys
6,11952,Sport
6,6100,Women
6,16863,Women
6,25212,Women
6,31318,Women
6,18112,Women
6,883,Boys
6,55886,Women
6,17065,Girls
6,832,Boys
6,41338,Boys
6,40936,Girls
6,15991,Men
6,12053,Sport
6,46341,Sport
6,68447,Men
6,68262,Women
6,54876,Women
6,48569,Boys
6,53084,Men
6,53091,Boys
6,6515,Men
6,61130,Men
6,10382,Women
6,61055,Sport
6,10799,Boys
6,43802,Sport
6,35252,Women
6,721,Women
6,24601,Women
6,68457,Men
6,64368,Women
6,42729,Boys
6,10490,Sport
6,29650,Women
6,39045,Boys
6,31448,Women
6,3591,Boys
6,39951,Boys
6,24346,Sport
6,39952,Boys
6,32451,Sport
6,2748,Men
6,30247,Men
6,27468,Sport
6,7725,Boys
6,27483,Sport
6,34708,Men
6,31964,Men
6,38739,Women
6,14198,Women
6,12254,Women
6,11369,Women
6,70086,Women
6,21203,Sport
6,712,Boys
6,12065,Women
6,22750,Women
6,31508,Women
6,40667,Girls
6,17397,Women
6,6930,Men
6,5039,Men
6,20838,Women
6,25234,Sport
6,4152,Girls
6,42434,Girls
6,39188,Men
6,35156,Women
6,23061,Sport
6,21328,Women
6,9702,Men
6,12026,Women
6,64094,Boys
6,55342,Boys
6,53860,Women
6,47549,Boys
6,42865,Men
6,40334,Boys
6,13344,Women
6,623,Women
6,5496,Women
6,11144,Women
6,15244,Women
6,30259,Sport
6,72719,Women
6,50197,Women
6,28714,Men
6,52079,Men
6,8179,Sport
6,52134,Sport
6,3189,Women
6,7042,Women
6,39249,Girls
6,18253,Sport
6,41259,Men
6,15468,Sport
6,3113,Men
6,55930,Women
6,56224,Women
6,56161,Men
6,24198,Girls
6,44067,Women
6,142,Men
6,40601,Girls
6,38838,Men
6,33026,Men
6,52004,Sport
6,19784,Women
6,17967,Men
6,1019,Women
6,56213,Sport
6,56195,Men
6,55946,Men
6,2845,Men
6,22226,Men
6,3984,Boys
6,33517,Men
6,5825,Women
6,37166,Women
6,41636,Women
6,39705,Sport
6,29666,Men
6,21492,Men
6,59266,Women
6,34138,Men
6,63008,Women
6,43806,Women
6,20223,Women
6,40813,Boys
6,32786,Men
6,42100,Sport
6,39690,Boys
6,70030,Sport
6,16381,Women
6,40137,Men
6,22679,Women
6,43068,Men
6,30675,Men
6,23167,Girls
6,1327,Men
6,40822,Boys
6,37488,Women
6,29788,Sport
6,22107,Sport
6,33928,Women
6,59274,Women
6,53179,Women
6,35572,Women
6,33290,Sport
6,39438,Boys
6,41933,Men
6,8095,Women
6,3913,Boys
6,13963,Girls
6,16796,Sport
6,3708,Sport
6,17163,Sport
6,26198,Women
6,44215,Women
6,34484,Women
6,34527,Women
6,38965,Men
6,5335,Women
6,30581,Women
6,24698,Sport
6,40615,Girls
6,32207,Men
6,26329,Sport
6,3302,Girls
6,17874,Men
6,43367,Women
6,20168,Women
6,13127,Sport
6,15657,Women
6,50191,Boys
6,31064,Women
6,10032,Sport
6,68479,Men
6,63245,Women
6,61491,Sport
6,61469,Women
6,62561,Boys
6,73018,Men
6,7524,Women
6,3289,Sport
6,46246,Sport
6,47509,Sport
6,17600,Sport
6,3872,Sport
6,9682,Women
6,30669,Women
6,4744,Sport
6,51950,Women
6,51980,Men
6,53793,Sport
6,48893,Boys
6,48134,Sport
6,48584,Men
6,47979,Boys
6,47953,Sport
6,47972,Girls
6,12199,Boys
6,38409,Women
6,46947,Girls
6,46396,Men
6,46731,Women
6,3653,Boys
6,14534,Women
6,22905,Women
6,44043,Women
6,58040,Sport
6,47324,Women
6,58080,Boys
6,39740,Girls
6,13178,Sport
6,36261,Women
6,17800,Men
6,8744,Boys
6,40906,Boys
6,64288,Sport
6,44774,Sport
6,44788,Women
6,23806,Women
6,46737,Men
6,36428,Sport
6,31731,Sport
6,3857,Boys
6,40285,Boys
6,11257,Boys
6,1519,Boys
6,10618,Women
6,46988,Men
6,46670,Sport
6,44496,Women
6,27824,Women
6,46963,Men
6,45061,Men
6,42336,Sport
6,37487,Women
6,30840,Men
6,40664,Girls
6,4545,Sport
6,33054,Women
6,26602,Women
6,44095,Sport
6,20830,Men
6,46647,Men
6,35416,Men
6,44292,Women
6,84,Women
6,30304,Women
6,10567,Women
6,56675,Sport
6,5977,Girls
6,24453,Women
6,37212,Sport
6,39067,Girls
6,34213,Women
6,36459,Sport
6,23631,Women
6,40193,Girls
6,7064,Women
6,40562,Boys
6,39133,Women
6,16442,Men
6,17151,Women
6,28455,Women
6,19960,Women
6,52015,Girls
6,51891,Girls
6,15593,Girls
6,51447,Girls
6,69289,Women
6,20597,Men
6,34082,Girls
6,8108,Men
6,20809,Sport
6,15110,Women
6,12069,Women
6,16581,Sport
6,6385,Men
6,2728,Women
6,48133,Men
6,47553,Men
6,31578,Women
6,5854,Women
6,42374,Sport
6,9829,Sport
6,52830,Boys
6,50182,Women
6,49473,Men
6,49331,Women
6,30647,Women
6,14979,Sport
6,71651,Boys
6,71675,Women
6,26425,Men
6,38162,Boys
6,13036,Women
6,6040,Men
6,1591,Sport
6,4128,Boys
6,18042,Men
6,12952,Men
6,40650,Boys
6,38445,Boys
6,20069,Sport
6,34583,Women
6,22691,Men
6,3806,Girls
6,40806,Boys
6,29138,Sport
6,39991,Girls
6,37833,Sport
6,14638,Women
6,10752,Men
6,24366,Men
6,35870,Men
6,3994,Girls
6,28808,Sport
6,38368,Boys
6,24157,Women
6,37499,Boys
6,31224,Women
6,3688,Boys
6,672,Girls
6,31097,Women
6,60022,Boys
6,69055,Sport
6,41755,Men
6,15327,Sport
6,39722,Girls
6,23589,Women
6,4279,Boys
6,42859,Girls
6,39034,Women
6,26705,Sport
6,5832,Sport
6,6860,Women
6,16287,Sport
6,1071,Men
6,37814,Girls
6,36213,Women
6,52650,Sport
6,58353,Boys
6,53962,Girls
6,52492,Sport
6,21953,Women
6,38351,Sport
6,13537,Men
6,30954,Sport
6,37449,Girls
6,5665,Men
6,53881,Sport
6,53758,Girls
6,35030,Women
6,1489,Girls
6,836,Women
6,51703,Women
6,25416,Men
6,38466,Sport
6,9886,Men
6,20676,Sport
6,3167,Boys
6,869,Sport
6,22191,Sport
6,63007,Women
6,63049,Women
6,35699,Women
6,8965,Women
6,8964,Women
6,51818,Men
6,51816,Men
6,52818,Boys
6,51647,Men
6,42326,Girls
6,16697,Men
6,37467,Boys
6,1630,Women
6,19336,Women
6,66220,Boys
6,25069,Women
6,1446,Men
6,5315,Women
6,42872,Boys
6,18199,Women
6,1254,Men
6,15928,Men
6,44844,Men
6,1432,Men
6,37874,Girls
6,5417,Sport
6,3215,Boys
6,33869,Men
6,41893,Men
6,1353,Women
6,22658,Boys
6,10918,Women
6,40243,Girls
6,39128,Sport
6,12945,Women
6,42008,Girls
6,4973,Sport
6,25408,Men
6,12166,Sport
6,5117,Women
6,20001,Boys
6,32155,Sport
6,43326,Sport
6,43990,Men
6,41571,Boys
6,40232,Boys
6,8039,Men
6,12639,Men
6,40335,Girls
6,17191,Men
6,40918,Girls
6,27478,Sport
6,17448,Boys
6,44468,Women
6,7117,Women
6,21263,Sport
6,44057,Women
6,1250,Men
6,37859,Men
6,26780,Men
6,41999,Boys
6,19092,Men
6,42539,Boys
6,35763,Women
6,3811,Men
6,8294,Women
6,19387,Women
6,16449,Women
6,24941,Women
6,46688,Sport
6,46791,Women
6,46693,Women
6,12845,Boys
6,42155,Girls
6,29456,Boys
6,40503,Women
6,32732,Sport
6,41329,Men
6,36851,Men
6,4785,Women
6,1463,Girls
6,6246,Women
6,1509,Sport
6,37433,Women
6,1418,Sport
6,27662,Boys
6,37217,Sport
6,1527,Men
6,34334,Girls
6,3305,Men
6,19363,Women
6,2339,Women
6,9372,Men
6,49519,Women
6,49507,Boys
6,29757,Boys
6,34300,Girls
6,38897,Men
6,25568,Girls
6,3163,Men
6,69236,Women
6,25901,Women
6,43499,Men
6,42537,Girls
6,4401,Women
6,38887,Boys
6,9382,Women
6,40635,Men
6,45461,Men
6,53879,Men
6,41729,Sport
6,8938,Men
6,3844,Boys
6,1590,Men
6,10608,Women
6,22764,Men
6,41135,Sport
6,59835,Men
6,4253,Women
6,1316,Men
6,41078,Women
6,40979,Women
6,38024,Sport
6,43786,Men
6,35815,Women
6,19947,Women
6,44576,Women
6,43777,Women
6,738,Men
6,41398,Sport
6,5497,Women
6,44800,Women
6,45430,Women
6,9119,Sport
6,39466,Girls
6,31335,Women
6,20046,Men
6,20128,Men
6,42037,Men
6,6975,Women
6,60503,Boys
6,12378,Sport
6,64565,Sport
6,45006,Women
6,67404,Girls
6,40770,Boys
6,35167,Sport
6,29392,Men
6,8956,Men
6,51718,Women
6,37473,Women
6,38843,Boys
6,32423,Women
6,40403,Sport
6,22400,Women
6,1163,Sport
6,22694,Women
6,37681,Girls
6,5877,Men
6,1266,Women
6,42564,Women
6,30818,Women
6,42498,Boys
6,48668,Sport
6,16578,Women
6,4078,Women
6,52039,Women
6,52052,Men
6,45053,Women
6,19396,Women
6,48858,Men
6,44965,Boys
6,30275,Men
6,28708,Women
6,7145,Sport
6,839,Sport
6,39154,Women
6,12017,Men
6,5166,Girls
6,9669,Women
6,11105,Girls
6,4389,Boys
6,16481,Women
6,19852,Women
6,35686,Men
6,51287,Girls
6,47060,Sport
6,45021,Women
6,43500,Sport
6,32195,Women
6,2743,Men
6,31435,Sport
6,9574,Women
6,52007,Men
6,37915,Men
6,28104,Women
6,31944,Boys
6,61866,Girls
6,14259,Women
6,37463,Women
6,2650,Men
6,24940,Sport
6,28103,Men
6,15879,Men
6,36147,Men
6,36332,Sport
6,928,Women
6,17799,Men
6,21859,Men
6,32904,Sport
6,27882,Men
6,12955,Girls
6,7456,Sport
6,21880,Men
6,53459,Men
6,52104,Boys
6,28310,Girls
6,41044,Women
6,37987,Men
6,27682,Women
6,52065,Men
6,51973,Women
6,5797,Girls
6,65765,Women
6,65741,Women
6,56407,Women
6,56406,Boys
6,56554,Women
6,56404,Women
6,43462,Men
6,743,Sport
6,17294,Men
6,978,Men
6,44185,Women
6,1302,Women
6,37156,Sport
6,23946,Women
6,27218,Sport
6,39327,Men
6,6542,Sport
6,43383,Men
6,26561,Sport
6,840,Girls
6,41964,Girls
6,40399,Boys
6,38103,Girls
6,10562,Men
6,7729,Women
6,22003,Men
6,4103,Girls
6,36662,Men
6,32978,Women
6,41292,Sport
6,17087,Sport
6,40320,Girls
6,34092,Women
6,1240,Girls
6,19135,Women
6,42082,Men
6,55293,Sport
6,38044,Sport
6,24490,Boys
6,43033,Girls
6,39525,Girls
6,28169,Men
6,4234,Boys
6,49216,Sport
6,4017,Boys
6,42835,Girls
6,3771,Sport
6,30920,Boys
6,45010,Men
6,44948,Men
6,45044,Men
6,67577,Sport
6,57471,Men
6,35811,Men
6,42943,Men
6,32781,Men
6,27619,Men
6,51948,Women
6,51972,Women
6,14327,Sport
6,7972,Girls
6,58007,Girls
6,57685,Men
6,62209,Girls
6,62142,Men
6,62227,Sport
6,62206,Boys
6,62097,Women
6,39360,Men
6,12034,Men
6,71340,Women
6,71342,Girls
6,49114,Women
6,51029,Men
6,18642,Women
6,72135,Men
6,23269,Women
6,3102,Women
6,4271,Women
6,19837,Girls
6,1701,Sport
6,11722,Women
6,22373,Sport
6,51622,Women
6,51564,Women
6,54134,Girls
6,40191,Sport
6,37606,Men
6,37286,Women
6,32812,Women
6,72188,Girls
6,983,Women
6,12734,Women
6,57433,Women
6,35057,Sport
6,51998,Women
6,39575,Sport
6,22645,Sport
6,69290,Women
6,57391,Women
6,3051,Men
6,24775,Sport
6,3100,Men
6,40251,Boys
6,15643,Women
6,3077,Men
6,10535,Women
6,9234,Men
6,44297,Women
6,19541,Sport
6,51968,Sport
6,42893,Men
6,57290,Men
6,52086,Women
6,18440,Men
6,3397,Boys
6,35915,Men
6,11293,Men
6,53233,Girls
6,44947,Men
6,44959,Sport
6,1609,Sport
6,37621,Boys
6,35858,Sport
6,57304,Women
6,63064,Sport
6,59290,Men
6,59267,Girls
6,58944,Women
6,63085,Boys
6,3093,Sport
6,9071,Women
6,19833,Girls
6,12081,Women
6,20749,Women
6,40431,Men
6,14958,Women
6,69303,Sport
6,69176,Sport
6,69302,Sport
6,69175,Women
6,7521,Women
6,40084,Sport
6,28100,Women
6,47073,Women
6,6744,Girls
6,53268,Boys
6,34915,Men
6,32834,Women
6,8654,Women
6,10463,Women
6,13320,Women
6,34077,Men
6,59086,Men
6,26039,Women
6,40113,Girls
6,20451,Women
6,18160,Women
6,31872,Sport
6,44645,Girls
6,34624,Women
6,39618,Women
6,15351,Women
6,15647,Women
6,72628,Women
6,72713,Women
6,71387,Women
6,19618,Women
6,62269,Men
6,27368,Sport
6,7921,Girls
6,29281,Women
6,17142,Sport
6,32693,Boys
6,5536,Sport
6,12858,Men
6,12521,Men
6,1713,Men
6,25083,Women
6,1404,Men
6,1670,Sport
6,30663,Sport
6,40766,Girls
6,25449,Boys
6,9522,Sport
6,41665,Girls
6,16857,Men
6,52260,Sport
6,23742,Girls
6,35426,Women
6,26499,Boys
6,7065,Boys
6,27905,Sport
6,35655,Sport
6,34832,Women
6,44784,Boys
6,51851,Men
6,51987,Men
6,4756,Girls
6,38801,Men
6,1483,Men
6,7307,Sport
6,24871,Sport
6,48572,Women
6,365,Sport
6,34604,Women
6,3578,Girls
6,36390,Sport
6,56704,Men
6,54213,Women
6,33129,Girls
6,11595,Men
6,10218,Sport
6,56764,Men
6,56682,Men
6,56900,Women
6,8976,Women
6,18220,Sport
6,37830,Men
6,35085,Sport
6,7787,Men
6,3634,Men
6,57330,Sport
6,1653,Men
6,19728,Sport
6,38885,Boys
6,38374,Men
6,36961,Women
6,1532,Men
6,25170,Women
6,2659,Men
6,73456,Women
6,73455,Men
6,73467,Women
6,15619,Sport
6,15847,Women
6,1984,Men
6,35054,Sport
6,24064,Women
6,2089,Men
6,40486,Men
6,7838,Sport
6,1628,Sport
6,1449,Boys
6,45580,Men
6,25286,Men
6,37538,Women
6,1847,Men
6,14977,Sport
6,1756,Men
6,12997,Girls
6,36011,Women
6,25556,Men
6,7664,Men
6,48606,Sport
6,48754,Women
6,48727,Men
6,48711,Sport
6,48653,Sport
6,28674,Women
6,51885,Women
6,51889,Men
6,27947,Boys
6,32505,Girls
6,42796,Boys
6,5799,Women
6,40287,Boys
6,15111,Girls
6,48861,Sport
6,25160,Women
6,37836,Men
6,49168,Sport
6,49167,Men
6,49166,Men
6,27857,Boys
6,27195,Girls
6,32911,Girls
6,15793,Women
6,34183,Men
6,34533,Sport
6,42593,Girls
6,1808,Men
6,56945,Sport
6,14775,Men
6,44453,Women
6,9778,Women
6,5827,Men
6,54316,Sport
6,52245,Girls
6,69058,Men
6,34633,Boys
6,24544,Girls
6,52498,Girls
6,7158,Men
6,7926,Boys
6,42334,Men
6,18451,Men
6,51963,Women
6,52117,Girls
6,34297,Boys
6,39865,Girls
6,43693,Women
6,5687,Men
6,51794,Women
6,3080,Men
6,5835,Men
6,44455,Boys
6,2110,Men
6,23352,Men
6,24050,Men
6,51593,Women
6,3076,Men
6,28411,Sport
6,40861,Women
6,32127,Women
6,51802,Men
6,19517,Men
6,71388,Women
6,51591,Sport
6,51641,Women
6,1973,Boys
6,31953,Women
6,44035,Women
6,59240,Men
6,52087,Sport
6,37956,Men
6,5594,Women
6,7709,Women
6,42756,Sport
6,4719,Men
6,39721,Men
6,19846,Men
6,41350,Sport
6,38433,Boys
6,7552,Women
6,71402,Sport
6,71427,Women
6,71448,Sport
6,59223,Men
6,58812,Women
6,58972,Sport
6,29925,Women
6,57386,Women
6,3094,Men
6,35442,Women
6,27893,Women
6,512,Women
6,34780,Women
6,23069,Girls
6,6740,Women
6,43082,Men
6,18100,Women
6,44434,Boys
6,31484,Women
6,5455,Sport
6,15428,Sport
6,56944,Sport
6,59269,Boys
6,51890,Girls
6,19925,Boys
6,47322,Sport
6,7982,Boys
6,2146,Men
6,11841,Sport
6,39094,Girls
6,2134,Men
6,20559,Women
6,22206,Women
6,11467,Sport
6,1618,Sport
6,69189,Women
6,69134,Sport
6,69158,Girls
6,43764,Women
6,33421,Men
6,43363,Sport
6,2190,Sport
6,32931,Women
6,39185,Boys
6,68453,Men
6,38263,Boys
6,20742,Men
6,43254,Men
6,35004,Sport
6,18242,Sport
6,69273,Women
6,64221,Women
6,64157,Women
6,64159,Women
6,18731,Sport
6,20821,Boys
6,68335,Girls
6,68263,Women
6,68396,Sport
6,68371,Men
6,24992,Girls
6,19459,Sport
6,793,Men
6,40289,Girls
6,69168,Women
6,15255,Women
6,9965,Women
6,11513,Women
6,627,Men
6,6598,Women
6,34501,Men
6,69110,Sport
6,63056,Women
6,1663,Men
6,64858,Boys
6,63252,Women
6,56860,Women
6,58066,Men
6,56921,Women
6,24255,Women
6,11167,Girls
6,12889,Women
6,35919,Women
6,23257,Men
6,24662,Men
6,29938,Girls
6,6381,Women
6,42042,Sport
6,35207,Girls
6,70891,Women
6,18727,Men
6,51974,Women
6,24415,Women
6,56953,Girls
6,59892,Boys
6,48651,Women
6,17512,Women
6,8086,Girls
6,42906,Sport
6,56955,Sport
6,24223,Sport
6,34444,Sport
6,38462,Girls
6,58037,Sport
6,58078,Girls
6,14585,Women
6,58065,Girls
6,32870,Men
6,38469,Girls
6,2162,Men
6,16973,Boys
6,11297,Boys
6,4110,Boys
6,72184,Women
6,870,Men
6,37759,Men
6,10384,Sport
6,11642,Sport
6,29381,Women
6,63000,Sport
6,19776,Women
6,62942,Women
6,50872,Sport
6,13916,Women
6,67594,Women
6,6349,Women
6,68303,Men
6,63589,Boys
6,63956,Men
6,68378,Women
6,15338,Women
6,11234,Women
6,43374,Men
6,5137,Women
6,24203,Women
6,838,Sport
6,881,Men
6,22151,Girls
6,1214,Women
6,37099,Women
6,23559,Men
6,6519,Men
6,56683,Sport
6,72649,Boys
6,7236,Girls
