customer_id,coupon_id,cust_gender,cust_age,cust_mean_buy_price,cust_total_coupons,cust_mean_discount,cust_unique_products,cust_unique_products_coupon,cust_total_products,coupon_type,coupon_dpt,coupon_discount,coupon_how_many,coupon_mean_prod_price,coupon_prods_avail,probs
769,500.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Boys,64,5,5.5,5,0.3051567721954857
769,534.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Boys,55,4,5.54,4,0.410674428668136
769,589.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Boys,10,5,6.47,5,0.43330924842159346
779,589.0,F,old,9.6,33.0,7.17,90.0,33.0,95.0,buy_all,Boys,10,5,6.47,5,0.20187215002281184
788,500.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_all,Boys,64,5,5.5,5,0.3579846213613845
788,534.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_all,Boys,55,4,5.54,4,0.4025041241870039
788,589.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_all,Boys,10,5,6.47,5,0.4723870233894298
908,500.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_all,Boys,64,5,5.5,5,0.3732694699654236
908,534.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_all,Boys,55,4,5.54,4,0.41862654372430447
908,589.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_all,Boys,10,5,6.47,5,0.48063382228610313
917,500.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,64,5,5.5,5,0.3762233849750961
917,534.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,55,4,5.54,4,0.5023615158571328
917,589.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,10,5,6.47,5,0.4611996365119576
995,500.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,64,5,5.5,5,0.3313867657705932
995,534.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,55,4,5.54,4,0.5064624764293015
995,589.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,10,5,6.47,5,0.48986052638924704
81,667.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_more,Girls,28,2,12.67,1,0.0845746211192702
81,852.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,department,Girls,16,1,15.29,604,0.9750643747384817
128,667.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_more,Girls,28,2,12.67,1,0.08743103296892484
128,852.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,department,Girls,16,1,15.29,604,0.9719500393781277
128,971.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,just_discount,Girls,24,1,1993.67,1,0.15027252263579538
179,852.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,department,Girls,16,1,15.29,604,0.962740852621231
205,667.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_more,Girls,28,2,12.67,1,0.06769361006989835
205,852.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,department,Girls,16,1,15.29,604,0.9630537333091079
273,667.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_more,Girls,28,2,12.67,1,0.06778773736309418
273,852.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,department,Girls,16,1,15.29,604,0.964211548949108
273,971.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,just_discount,Girls,24,1,1993.67,1,0.09499187397422942
373,667.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_more,Girls,28,2,12.67,1,0.07593017369549586
373,852.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,department,Girls,16,1,15.29,604,0.9736862214574958
376,667.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_more,Girls,28,2,12.67,1,0.06502679688297885
376,852.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,department,Girls,16,1,15.29,604,0.9660241134606166
376,971.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,just_discount,Girls,24,1,1993.67,1,0.07125231626311025
400,667.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_more,Girls,28,2,12.67,1,0.08672663034740699
400,852.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,department,Girls,16,1,15.29,604,0.9740370094296673
400,971.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,just_discount,Girls,24,1,1993.67,1,0.07374116024564595
536,667.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,buy_more,Girls,28,2,12.67,1,0.05339467296656296
536,852.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,department,Girls,16,1,15.29,604,0.9282691285950426
536,971.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,just_discount,Girls,24,1,1993.67,1,0.5657750895118577
571,667.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_more,Girls,28,2,12.67,1,0.08016727134221825
571,852.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,department,Girls,16,1,15.29,604,0.9795800724250239
572,852.0,F,old,12.17,1195.0,9.47,1687.0,702.0,3917.0,department,Girls,16,1,15.29,604,0.9754136902716376
587,667.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,buy_more,Girls,28,2,12.67,1,0.07934587777477106
587,852.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,department,Girls,16,1,15.29,604,0.967376827166233
634,667.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,buy_more,Girls,28,2,12.67,1,0.06763615806081993
634,852.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,department,Girls,16,1,15.29,604,0.9784139699743626
634,971.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,just_discount,Girls,24,1,1993.67,1,0.1746457304118457
724,667.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_more,Girls,28,2,12.67,1,0.07825757007024912
724,852.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,department,Girls,16,1,15.29,604,0.9805444397941029
724,971.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,just_discount,Girls,24,1,1993.67,1,0.12510626867918287
769,667.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_more,Girls,28,2,12.67,1,0.07668140849450722
769,852.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,department,Girls,16,1,15.29,604,0.9721978115638922
779,852.0,F,old,9.6,33.0,7.17,90.0,33.0,95.0,department,Girls,16,1,15.29,604,0.7106443298239454
788,667.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_more,Girls,28,2,12.67,1,0.07412721720928048
788,852.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,department,Girls,16,1,15.29,604,0.9761016173095471
788,971.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,just_discount,Girls,24,1,1993.67,1,0.11174320513254722
908,667.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_more,Girls,28,2,12.67,1,0.08927742453750251
908,852.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,department,Girls,16,1,15.29,604,0.9614688191087284
917,852.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,department,Girls,16,1,15.29,604,0.9811349222886822
995,667.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_more,Girls,28,2,12.67,1,0.07971470838327158
995,852.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,department,Girls,16,1,15.29,604,0.9829473033514933
995,971.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,just_discount,Girls,24,1,1993.67,1,0.160798807727094
81,508.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,department,Men,28,1,11.07,609,0.973998643906894
81,630.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,department,Men,52,1,11.07,609,0.9601483807513063
128,508.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,department,Men,28,1,11.07,609,0.9728243468831176
128,630.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,department,Men,52,1,11.07,609,0.9390532738163039
179,508.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,department,Men,28,1,11.07,609,0.9554345089998857
179,630.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,department,Men,52,1,11.07,609,0.9370078905875163
205,508.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,department,Men,28,1,11.07,609,0.9802340153268914
273,508.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,department,Men,28,1,11.07,609,0.9569922026143226
273,630.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,department,Men,52,1,11.07,609,0.8984706106066672
273,711.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Men,45,4,8.04,4,0.43242382551402797
373,508.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,department,Men,28,1,11.07,609,0.9745519223025297
373,630.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,department,Men,52,1,11.07,609,0.8824775025542128
376,508.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,department,Men,28,1,11.07,609,0.9572352320514332
376,630.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,department,Men,52,1,11.07,609,0.9014129837836727
376,711.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Men,45,4,8.04,4,0.392814776220672
400,508.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,department,Men,28,1,11.07,609,0.9730348846082602
400,711.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Men,45,4,8.04,4,0.5436924349265384
536,508.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,department,Men,28,1,11.07,609,0.960561504283112
536,711.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,buy_all,Men,45,4,8.04,4,0.2391282020972487
571,508.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,department,Men,28,1,11.07,609,0.9791347296581935
572,508.0,F,old,12.17,1195.0,9.47,1687.0,702.0,3917.0,department,Men,28,1,11.07,609,0.9773710844296787
587,508.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,department,Men,28,1,11.07,609,0.9783376571463465
587,630.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,department,Men,52,1,11.07,609,0.9659354942586986
634,508.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,department,Men,28,1,11.07,609,0.9746589878831668
634,630.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,department,Men,52,1,11.07,609,0.9639321214371935
724,508.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,department,Men,28,1,11.07,609,0.9705388417868215
724,630.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,department,Men,52,1,11.07,609,0.9405383852020633
724,711.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Men,45,4,8.04,4,0.44130620371938145
769,508.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,department,Men,28,1,11.07,609,0.9734501008566679
769,630.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,department,Men,52,1,11.07,609,0.9498468445010266
788,508.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,department,Men,28,1,11.07,609,0.9767997139594803
908,508.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,department,Men,28,1,11.07,609,0.9616433709341742
908,630.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,department,Men,52,1,11.07,609,0.9574138907789289
917,508.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,department,Men,28,1,11.07,609,0.9745793608594067
917,711.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Men,45,4,8.04,4,0.4189605399909194
995,508.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,department,Men,28,1,11.07,609,0.9745785968762259
995,630.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,department,Men,52,1,11.07,609,0.9618174269303212
995,711.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Men,45,4,8.04,4,0.5568394185086976
81,167.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,63,5,89.71,5,0.543865193506353
81,184.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,54,5,7.43,5,0.7274154211892732
81,226.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,20,5,16.29,5,0.4351277116873903
128,184.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Sport,54,5,7.43,5,0.7149468559968489
128,226.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Sport,20,5,16.29,5,0.4897882137773889
179,184.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,buy_all,Sport,54,5,7.43,5,0.6617233926237684
179,226.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,buy_all,Sport,20,5,16.29,5,0.599665081576518
205,167.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,63,5,89.71,5,0.40858582859545733
205,184.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,54,5,7.43,5,0.6094870266220661
205,226.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,20,5,16.29,5,0.4303329749656584
273,184.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Sport,54,5,7.43,5,0.6351509317516665
273,226.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Sport,20,5,16.29,5,0.4676292279739094
373,167.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,63,5,89.71,5,0.4344860724259464
373,184.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,54,5,7.43,5,0.7115445679749998
373,226.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,20,5,16.29,5,0.4861348819730003
376,167.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Sport,63,5,89.71,5,0.4928994690535587
376,184.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Sport,54,5,7.43,5,0.6456216696260779
376,226.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Sport,20,5,16.29,5,0.413166280921273
400,167.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Sport,63,5,89.71,5,0.41776325498993994
400,184.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Sport,54,5,7.43,5,0.7231103861154474
400,226.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Sport,20,5,16.29,5,0.47644868815089986
536,184.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,buy_all,Sport,54,5,7.43,5,0.41244914753652245
536,226.0,M,mid,11.01,908.0,8.08,1681.0,581.0,3737.0,buy_all,Sport,20,5,16.29,5,0.33865837381237185
571,184.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Sport,54,5,7.43,5,0.6788286446659525
571,226.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Sport,20,5,16.29,5,0.4921265849915845
572,184.0,F,old,12.17,1195.0,9.47,1687.0,702.0,3917.0,buy_all,Sport,54,5,7.43,5,0.5178657587901127
572,226.0,F,old,12.17,1195.0,9.47,1687.0,702.0,3917.0,buy_all,Sport,20,5,16.29,5,0.3902893230012504
587,167.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,buy_all,Sport,63,5,89.71,5,0.3971806443373848
587,184.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,buy_all,Sport,54,5,7.43,5,0.7095964856217406
587,226.0,F,mid,13.89,2212.0,11.08,2187.0,994.0,6773.0,buy_all,Sport,20,5,16.29,5,0.4428710031562748
634,184.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,buy_all,Sport,54,5,7.43,5,0.6108925056598885
634,226.0,F,mid,13.09,1682.0,9.93,2248.0,865.0,5635.0,buy_all,Sport,20,5,16.29,5,0.420797206504449
724,184.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Sport,54,5,7.43,5,0.6797241824315345
724,226.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Sport,20,5,16.29,5,0.6738139040864948
769,167.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Sport,63,5,89.71,5,0.42635169113196425
769,184.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Sport,54,5,7.43,5,0.7217941412577236
769,226.0,F,mid,13.87,2449.0,10.87,2341.0,1026.0,7778.0,buy_all,Sport,20,5,16.29,5,0.49320657871704693
788,184.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_all,Sport,54,5,7.43,5,0.65204103235118
788,226.0,F,mid,13.16,2038.0,9.67,2263.0,943.0,6825.0,buy_all,Sport,20,5,16.29,5,0.46446269548947194
908,184.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_all,Sport,54,5,7.43,5,0.6216688978322993
908,226.0,F,old,13.43,2003.0,9.91,2086.0,896.0,6692.0,buy_all,Sport,20,5,16.29,5,0.4654953332553853
917,184.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Sport,54,5,7.43,5,0.7251834505927409
917,226.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Sport,20,5,16.29,5,0.44994574472357934
995,167.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,63,5,89.71,5,0.504189673348996
995,184.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,54,5,7.43,5,0.726788826194031
995,226.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,20,5,16.29,5,0.621372227588405
81,647.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Women,31,5,7.4,5,0.19497664210861076
81,789.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Women,35,3,68.84,3,0.2998894468054376
81,917.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,just_discount,Women,7,1,1.08,1,0.06825069388540478
128,647.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Women,31,5,7.4,5,0.21308112458459055
128,789.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Women,35,3,68.84,3,0.32395698698260106
128,917.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,just_discount,Women,7,1,1.08,1,0.05599175831365628
179,647.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,buy_all,Women,31,5,7.4,5,0.21186077303666656
179,789.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,buy_all,Women,35,3,68.84,3,0.22593106051007186
179,917.0,M,old,12.52,2905.0,9.77,2660.0,1149.0,10219.0,just_discount,Women,7,1,1.08,1,0.04285081929239879
205,647.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Women,31,5,7.4,5,0.20501291378385147
205,789.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Women,35,3,68.84,3,0.1923069493480048
205,917.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,just_discount,Women,7,1,1.08,1,0.03669672120056826
273,647.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Women,31,5,7.4,5,0.19181341186489528
273,789.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Women,35,3,68.84,3,0.2645472459831844
273,917.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,just_discount,Women,7,1,1.08,1,0.035026925454530324
373,647.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Women,31,5,7.4,5,0.20324155772813132
373,789.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Women,35,3,68.84,3,0.3381551111011212
373,917.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,just_discount,Women,7,1,1.08,1,0.04521699834879601
376,647.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Women,31,5,7.4,5,0.19433760225911828
376,789.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,buy_all,Women,35,3,68.84,3,0.21620136446548863
376,917.0,M,old,11.72,2893.0,9.22,2695.0,1139.0,10678.0,just_discount,Women,7,1,1.08,1,0.04752016619969757
400,647.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Women,31,5,7.4,5,0.20680965649426802
400,789.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,buy_all,Women,35,3,68.84,3,0.2661096174504118
400,917.0,F,mid,12.55,2611.0,11.23,2365.0,1065.0,8309.0,just_discount,Women,7,1,1.08,1,0.058206615187555516
