customer_id,coupon_id,cust_gender,cust_age,cust_mean_buy_price,cust_total_coupons,cust_mean_discount,cust_unique_products,cust_unique_products_coupon,cust_total_products,coupon_type,coupon_dpt,coupon_discount,coupon_how_many,coupon_mean_prod_price,coupon_prods_avail,probs
273,374.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Boys,51,5,10.01,5,0.4162244885965405
273,427.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Boys,61,4,11.22,4,0.45195098169917214
273,429.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Boys,6,4,6.34,4,0.37581390277641946
302,427.0,F,mid,10.09,23.0,5.58,89.0,23.0,90.0,buy_all,Boys,61,4,11.22,4,0.16832618177241418
302,429.0,F,mid,10.09,23.0,5.58,89.0,23.0,90.0,buy_all,Boys,6,4,6.34,4,0.1734290359904385
349,374.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Boys,51,5,10.01,5,0.3833586564088795
349,427.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Boys,61,4,11.22,4,0.41261784388198136
349,429.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Boys,6,4,6.34,4,0.3643246041888352
373,374.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Boys,51,5,10.01,5,0.38536352731040685
373,427.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Boys,61,4,11.22,4,0.38114619090509394
373,429.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Boys,6,4,6.34,4,0.29592934242665797
469,374.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Boys,51,5,10.01,5,0.4268772419637803
469,427.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Boys,61,4,11.22,4,0.4462268753020891
469,429.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Boys,6,4,6.34,4,0.375706538197185
478,374.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Boys,51,5,10.01,5,0.16934043192856527
478,427.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Boys,61,4,11.22,4,0.17165804812867466
478,429.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Boys,6,4,6.34,4,0.1665868455341647
571,374.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Boys,51,5,10.01,5,0.39588653121395206
571,427.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Boys,61,4,11.22,4,0.4186310298133518
571,429.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Boys,6,4,6.34,4,0.3235316591305287
637,374.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Boys,51,5,10.01,5,0.4672382958483177
637,427.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Boys,61,4,11.22,4,0.5027469828128279
637,429.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Boys,6,4,6.34,4,0.3877747514718832
672,374.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Boys,51,5,10.01,5,0.1892438657774213
672,427.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Boys,61,4,11.22,4,0.2044241905465901
672,429.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Boys,6,4,6.34,4,0.1992258664878416
724,374.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Boys,51,5,10.01,5,0.4869076088705401
724,427.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Boys,61,4,11.22,4,0.5161531302149869
724,429.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Boys,6,4,6.34,4,0.4354001643936562
779,427.0,F,old,9.6,33.0,7.17,90.0,33.0,95.0,buy_all,Boys,61,4,11.22,4,0.16679345319364458
779,429.0,F,old,9.6,33.0,7.17,90.0,33.0,95.0,buy_all,Boys,6,4,6.34,4,0.165203208910236
917,374.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,51,5,10.01,5,0.5278102569764375
917,427.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,61,4,11.22,4,0.5325759757247236
917,429.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Boys,6,4,6.34,4,0.39602737617717093
948,374.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Boys,51,5,10.01,5,0.41405591368676176
948,427.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Boys,61,4,11.22,4,0.46643525316932244
948,429.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Boys,6,4,6.34,4,0.34765234185487554
995,374.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,51,5,10.01,5,0.5009513168253572
995,427.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,61,4,11.22,4,0.5704368130780894
995,429.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Boys,6,4,6.34,4,0.5445554266683041
65,694.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,department,Girls,28,1,15.29,604,0.9702381153400346
65,769.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,department,Girls,46,1,15.29,604,0.9687415693886167
65,781.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_more,Girls,36,3,147.98,1,0.06706680748828961
81,694.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,department,Girls,28,1,15.29,604,0.9745195485716583
81,769.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,department,Girls,46,1,15.29,604,0.9721528435078002
81,781.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_more,Girls,36,3,147.98,1,0.05207933192706403
94,694.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,department,Girls,28,1,15.29,604,0.9248422948564597
94,769.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,department,Girls,46,1,15.29,604,0.9392113555080576
128,694.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,department,Girls,28,1,15.29,604,0.9665823673215186
128,769.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,department,Girls,46,1,15.29,604,0.9647968755122672
128,781.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_more,Girls,36,3,147.98,1,0.057045433162632206
205,694.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,department,Girls,28,1,15.29,604,0.9785726725297045
205,769.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,department,Girls,46,1,15.29,604,0.9792869564331325
205,781.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_more,Girls,36,3,147.98,1,0.05588256145415882
273,694.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,department,Girls,28,1,15.29,604,0.9668426804249003
273,769.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,department,Girls,46,1,15.29,604,0.9656751495324318
273,781.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_more,Girls,36,3,147.98,1,0.0746403558847823
349,694.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,department,Girls,28,1,15.29,604,0.9727337177001096
349,769.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,department,Girls,46,1,15.29,604,0.9708660541765861
373,694.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,department,Girls,28,1,15.29,604,0.971006039505379
373,769.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,department,Girls,46,1,15.29,604,0.9656849987343867
373,781.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_more,Girls,36,3,147.98,1,0.05790494516103854
469,694.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,department,Girls,28,1,15.29,604,0.9706920542819992
469,769.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,department,Girls,46,1,15.29,604,0.9699054744121454
469,781.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_more,Girls,36,3,147.98,1,0.06585527662802981
571,694.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,department,Girls,28,1,15.29,604,0.9794698987148542
571,769.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,department,Girls,46,1,15.29,604,0.9790483198696474
571,781.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_more,Girls,36,3,147.98,1,0.06769989931071164
637,694.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,department,Girls,28,1,15.29,604,0.9722070930576785
637,769.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,department,Girls,46,1,15.29,604,0.9643859538524062
637,781.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_more,Girls,36,3,147.98,1,0.08388645091868298
672,694.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,department,Girls,28,1,15.29,604,0.9157172716197411
672,769.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,department,Girls,46,1,15.29,604,0.9317968855034189
672,781.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_more,Girls,36,3,147.98,1,0.04916535793660576
724,694.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,department,Girls,28,1,15.29,604,0.9820009019111068
724,769.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,department,Girls,46,1,15.29,604,0.9820768521146243
724,781.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_more,Girls,36,3,147.98,1,0.05438643368194336
917,694.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,department,Girls,28,1,15.29,604,0.977326303636995
917,769.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,department,Girls,46,1,15.29,604,0.9768239062090902
917,781.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_more,Girls,36,3,147.98,1,0.051819438342316095
948,694.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,department,Girls,28,1,15.29,604,0.9798328664347403
948,769.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,department,Girls,46,1,15.29,604,0.9795807260910486
948,781.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_more,Girls,36,3,147.98,1,0.0541088906067648
995,694.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,department,Girls,28,1,15.29,604,0.9825323738449973
995,769.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,department,Girls,46,1,15.29,604,0.9821186845034195
995,781.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_more,Girls,36,3,147.98,1,0.07354337888917212
65,85.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Men,46,5,8.62,5,0.4798340557434794
65,415.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Men,67,5,7.87,5,0.5761067093321919
65,440.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Men,60,5,8.92,5,0.4825146200389593
81,85.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Men,46,5,8.62,5,0.306366821219442
81,415.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Men,67,5,7.87,5,0.33416864371730065
81,440.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Men,60,5,8.92,5,0.46921692226424466
94,85.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Men,46,5,8.62,5,0.17308906842353858
94,415.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Men,67,5,7.87,5,0.21033896394594084
94,440.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Men,60,5,8.92,5,0.18395021043004564
128,85.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Men,46,5,8.62,5,0.4029584036770922
128,415.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Men,67,5,7.87,5,0.5827403795876863
128,440.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Men,60,5,8.92,5,0.48891772355642865
205,85.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Men,46,5,8.62,5,0.24347901303781785
205,415.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Men,67,5,7.87,5,0.31229343359761375
205,440.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Men,60,5,8.92,5,0.28321788329574626
273,85.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Men,46,5,8.62,5,0.5085503082315616
273,415.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Men,67,5,7.87,5,0.5652466610500082
273,440.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Men,60,5,8.92,5,0.5230801246400285
302,440.0,F,mid,10.09,23.0,5.58,89.0,23.0,90.0,buy_all,Men,60,5,8.92,5,0.11577747429813857
349,85.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Men,46,5,8.62,5,0.4804400108372662
349,415.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Men,67,5,7.87,5,0.6387801352787252
349,440.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Men,60,5,8.92,5,0.5423147320672125
373,85.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Men,46,5,8.62,5,0.32799011528067834
373,415.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Men,67,5,7.87,5,0.593328421580617
373,440.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Men,60,5,8.92,5,0.4401360549439508
469,85.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Men,46,5,8.62,5,0.44419924704390734
469,415.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Men,67,5,7.87,5,0.4793032943910163
469,440.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Men,60,5,8.92,5,0.4242347100713121
478,85.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Men,46,5,8.62,5,0.13086274093608877
478,415.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Men,67,5,7.87,5,0.14220649966864307
478,440.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Men,60,5,8.92,5,0.13710409880245356
571,85.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Men,46,5,8.62,5,0.2989294914385408
571,415.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Men,67,5,7.87,5,0.2978400890933762
571,440.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Men,60,5,8.92,5,0.32897128977208606
637,85.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Men,46,5,8.62,5,0.45962347018030725
637,415.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Men,67,5,7.87,5,0.39982488752178724
637,440.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Men,60,5,8.92,5,0.46041010156621676
672,85.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Men,46,5,8.62,5,0.15642042976158932
672,415.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Men,67,5,7.87,5,0.184333227791779
672,440.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Men,60,5,8.92,5,0.16622990682160285
724,85.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Men,46,5,8.62,5,0.37392369374346507
724,415.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Men,67,5,7.87,5,0.3163425442927044
724,440.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Men,60,5,8.92,5,0.452867171370963
917,85.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Men,46,5,8.62,5,0.30525714859369885
917,415.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Men,67,5,7.87,5,0.41427083733243775
917,440.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Men,60,5,8.92,5,0.4597955901227083
948,85.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Men,46,5,8.62,5,0.2890680585034599
948,415.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Men,67,5,7.87,5,0.32365472641373205
948,440.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Men,60,5,8.92,5,0.33550619621898975
995,85.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Men,46,5,8.62,5,0.44078845195989663
995,415.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Men,67,5,7.87,5,0.29256054213881166
995,440.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Men,60,5,8.92,5,0.4166147603068225
65,112.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Sport,28,4,95.44,4,0.34457609407133766
65,120.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Sport,57,5,11.9,5,0.5544118425577789
65,139.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_all,Sport,10,5,9.01,5,0.7146357038283733
81,112.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,28,4,95.44,4,0.42519558956401027
81,120.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,57,5,11.9,5,0.672800043503955
81,139.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_all,Sport,10,5,9.01,5,0.5461480389355903
94,112.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Sport,28,4,95.44,4,0.33025895074236267
94,120.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Sport,57,5,11.9,5,0.4179862479016659
94,139.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_all,Sport,10,5,9.01,5,0.43098847942836926
128,112.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Sport,28,4,95.44,4,0.3593430416641047
128,120.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Sport,57,5,11.9,5,0.5954556683015833
128,139.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_all,Sport,10,5,9.01,5,0.6130995914968083
205,112.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,28,4,95.44,4,0.409176508008597
205,120.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,57,5,11.9,5,0.5166655633028131
205,139.0,F,mid,12.26,1657.0,10.63,2169.0,868.0,5360.0,buy_all,Sport,10,5,9.01,5,0.55711471037438
273,112.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Sport,28,4,95.44,4,0.4746895004652066
273,120.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Sport,57,5,11.9,5,0.5381986539856692
273,139.0,M,young,11.79,2821.0,9.45,2452.0,1145.0,10151.0,buy_all,Sport,10,5,9.01,5,0.6038058550394173
302,139.0,F,mid,10.09,23.0,5.58,89.0,23.0,90.0,buy_all,Sport,10,5,9.01,5,0.34144494308829865
349,112.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Sport,28,4,95.44,4,0.3564153872545997
349,120.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Sport,57,5,11.9,5,0.6269332441220309
349,139.0,F,young,13.71,2607.0,11.24,2513.0,1058.0,8186.0,buy_all,Sport,10,5,9.01,5,0.6227779112385587
373,112.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,28,4,95.44,4,0.3531297226888357
373,120.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,57,5,11.9,5,0.6122927868861882
373,139.0,F,young,13.45,1961.0,11.13,2323.0,922.0,6135.0,buy_all,Sport,10,5,9.01,5,0.6016412999462651
469,112.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Sport,28,4,95.44,4,0.4474294469512894
469,120.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Sport,57,5,11.9,5,0.5710139140065941
469,139.0,F,mid,13.32,3040.0,10.32,2455.0,1130.0,9836.0,buy_all,Sport,10,5,9.01,5,0.6731816755528444
478,120.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Sport,57,5,11.9,5,0.25967092426278665
478,139.0,F,old,11.15,168.0,6.39,524.0,145.0,664.0,buy_all,Sport,10,5,9.01,5,0.3693490558279954
571,112.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Sport,28,4,95.44,4,0.5116232636788117
571,120.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Sport,57,5,11.9,5,0.583622986562777
571,139.0,F,mid,12.32,2443.0,10.44,2343.0,1043.0,7928.0,buy_all,Sport,10,5,9.01,5,0.6135605266729363
637,112.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Sport,28,4,95.44,4,0.4088893339121688
637,120.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Sport,57,5,11.9,5,0.5776740501371467
637,139.0,F,old,13.15,2845.0,11.01,2247.0,1111.0,8786.0,buy_all,Sport,10,5,9.01,5,0.7112437230783722
672,112.0,F,old,16.39,416.0,8.92,940.0,311.0,1433.0,buy_all,Sport,28,4,95.44,4,0.33178318742362856
724,112.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Sport,28,4,95.44,4,0.39094015385645464
724,120.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Sport,57,5,11.9,5,0.6247549941417121
724,139.0,F,mid,14.29,2966.0,9.87,2463.0,1167.0,9826.0,buy_all,Sport,10,5,9.01,5,0.7043009183809161
917,112.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Sport,28,4,95.44,4,0.415114776007042
917,120.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Sport,57,5,11.9,5,0.6479629223016156
917,139.0,F,mid,14.7,2476.0,11.44,2265.0,1023.0,7469.0,buy_all,Sport,10,5,9.01,5,0.5859785327191103
948,112.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Sport,28,4,95.44,4,0.4365837955127269
948,120.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Sport,57,5,11.9,5,0.601595714040993
948,139.0,F,mid,14.56,2050.0,10.29,2239.0,970.0,6725.0,buy_all,Sport,10,5,9.01,5,0.5666642046822626
995,112.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,28,4,95.44,4,0.61371152129401
995,120.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,57,5,11.9,5,0.683372780053673
995,139.0,F,mid,14.28,2873.0,10.81,2363.0,1113.0,8961.0,buy_all,Sport,10,5,9.01,5,0.706295648825104
65,145.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_more,Women,10,4,12.73,1,0.10706989893496395
65,602.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,buy_more,Women,35,5,67.42,1,0.06791869909998516
65,784.0,F,mid,12.02,3170.0,11.08,2589.0,1165.0,9844.0,just_discount,Women,23,1,6.59,1,0.1650169249860148
81,145.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_more,Women,10,4,12.73,1,0.11192471572879999
81,602.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,buy_more,Women,35,5,67.42,1,0.09588901145912626
81,784.0,F,mid,14.02,2753.0,11.99,2338.0,1081.0,8048.0,just_discount,Women,23,1,6.59,1,0.1634689731870396
94,145.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_more,Women,10,4,12.73,1,0.26566202219658064
94,602.0,F,old,16.53,456.0,9.64,968.0,322.0,1486.0,buy_more,Women,35,5,67.42,1,0.04895885700065237
128,145.0,F,young,12.14,2702.0,11.38,2509.0,1094.0,8382.0,buy_more,Women,10,4,12.73,1,0.11372038240422458
